Facility Number,School Type,Facility Name,Facility Address,County,Tdap/Td,Meningococcal,Hepatitis A,Hepatitis B,MMR,Polio,Varicella
7220100110,Private School,St. Maria Goretti Catholic School,"1200 S Davis Dr, Arlington, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7101159101,Private School,St. Mark Lutheran School Houston,"1515 Hillendahl, Houston, TX, .",Harris,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%
7057100135,Private School,St. Mark the Evangelist Catholic School,"1201 Alma Dr, Plano, TX, .",Collin,100%,100%,100%,100%,100%,100%,100%
7071188101,Private School,St. Mark's School,"5005 Love Rd, El Paso, TX, .",El Paso,100%,100%,100%,100%,100%,100%,100%
7057139001,Private School,St. Mark's School of Texas,"10600 Preston Rd, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7101100162,Private School,St. Martha Catholic School,"2411 Oak Shores Dr, Kingwood, TX, .",Harris,97.3684210526316%,97.3684210526316%,100%,100%,100%,100%,100%
7220100005,Private School,St. Martin de Porres Catholic School,"4000 University Drive, Prosper, TX, .",Denton,100%,100%,100%,100%,100%,100%,100%
7227100114,Private School,St. Mary Catholic School - West,"507 W Spruce, West, TX, .",Mclennan,100%,100%,100%,100%,100%,100%,100%
7101100153,Private School,St. Mary Catholic School League City,"1612 E Walker, League City, TX, .",Galveston,95.2380952380952%,95.2380952380952%,100%,100%,100%,100%,100%
7101100168,Private School,St. Mary Magdalen School,"530 Ferguson, Humble, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7057100122,Private School,St. Mary of Carmel School - Dallas,"1716 Singleton BLVD, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7212100103,Private School,St. Mary's Catholic School,"405 Hollybrook Drive, Longview, TX, .",Gregg,35.7142857142857%,35.7142857142857%,100%,100%,100%,100%,100%
7015100139,Private School,St. Mary's Catholic School,"202 South Orange Street, Fredericksburg, TX, .",Gillespie,100%,100%,100%,100%,100%,100%,100%
7057100124,Private School,St. Mary's Catholic School - Sherman,"713 S Travis ST, Sherman, TX, .",Grayson,100%,100%,100%,100%,100%,100%,100%
7226100105,Private School,St. Mary's Central Catholic School - Ode,"1703 North Adams Ave., Odessa, TX, .",Ector,89.4736842105263%,57.8947368421053%,94.7368421052632%,100%,94.7368421052632%,94.7368421052632%,100%
7220100111,Private School,St. Mary's Elementary,"931 N Weaver Street, Gainesville, TX, .",Cooke,100%,100%,100%,100%,100%,100%,100%
7071100117,Private School,St. Matthew Catholic School - El Paso,"400 W Sunset, El Paso, TX, .",El Paso,100%,100%,100%,100%,100%,100%,100%
7015100167,Private School,St. Matthew Catholic School - San Antoni,"10703 Wurzbach Road, San Antonio, TX, .",Bexar,98.4126984126984%,98.4126984126984%,100%,100%,100%,100%,100%
7101100135,Private School,St. Michael Catholic School - Houston,"1833 Sage RD, Houston, TX, .",Harris,97.2222222222222%,97.2222222222222%,100%,100%,100%,100%,100%
7235100108,Private School,St. Michael School - Weimar,"103 E. North Street, Weimar, TX, .",Colorado,88.8888888888889%,100%,100%,100%,100%,100%,100%
7057100125,Private School,St. Monica Catholic School - Dallas,"4140 Walnut Hill Ln, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7071100112,Private School,St. Patrick Cathedral School,"1111 North Stanton ST, El Paso, TX, .",El Paso,100%,100%,100%,100%,100%,100%,100%
7212100104,Private School,St. Patrick Classical School,"2116 Lowry St., Lufkin, TX, .",Angelina,88.8888888888889%,88.8888888888889%,100%,100%,100%,100%,100%
7057100126,Private School,St. Patrick School - Dallas,"9635 Ferndale RD, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7057100127,Private School,St. Paul Catholic Classical School,"720 S Floyd, Richardson, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7015100147,Private School,St. Paul Catholic School,"307 John Adams Dr., San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7220152101,Private School,St. Paul Lutheran School Fort Worth,"1800 West Freeway, Fort Worth, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7166900001,Private School,St. Paul Lutheran School Thorndale,"101 North 3rd Street, Thorndale, TX, .",Milam,70%,70%,70%,70%,70%,70%,70%
7144153101,Private School,St. Paul Serbin Lutheran School Giddings,"1578 CR 211, Giddings, TX, .",Lee,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%,85.7142857142857%
7220100113,Private School,St. Peter the Apostle Catholic School -,"1201 South Cherry Lane, Fort Worth, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7057100129,Private School,St. Philip & St. Augustine Catholic Acad,"8151 Military Pkwy, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7235100112,Private School,St. Philip the Apostle School - El Campo,"302 W Church ST, El Campo, TX, .",Wharton,90.9090909090909%,90.9090909090909%,90.9090909090909%,100%,95.4545454545455%,100%,95.4545454545455%
7015100151,Private School,St. Pius X Catholic School,"7734 Robin Rest Drive, San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7071100113,Private School,St. Pius X Catholic School,"1007 Geronimo Dr, El Paso, TX, .",El Paso,100%,100%,100%,100%,100%,100%,100%
7057100130,Private School,St. Pius X Catholic School - Dallas,"3030 Gus Thomasson RD., Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7071100116,Private School,St. Raphael Catholic School,"2310 Woodside Dr., El Paso, TX, .",El Paso,100%,100%,100%,100%,100%,100%,100%
7057100131,Private School,St. Rita Catholic School Dallas,"12525 Inwood RD, Dallas, TX, .",Dallas,98.8235294117647%,100%,100%,100%,100%,100%,100%
7220100114,Private School,St. Rita Catholic School Fort Worth,"712 Weiler Blvd., Fort Worth, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7235100109,Private School,St. Rose of Lima School - Schulenberg,"405 Black Street, Schulenburg, TX, .",Fayette,100%,84.6153846153846%,100%,100%,100%,100%,100%
7227213001,Private School,St. Stephen's Episcopal School Austin,"6500 St. Stephen's Drive, Austin, TX, .",Travis,100%,98.5074626865672%,98.5074626865672%,98.5074626865672%,100%,98.5074626865672%,98.5074626865672%
7227100118,Private School,St. Theresa Catholic School Austin,"4311 Small DR, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7101100141,Private School,St. Theresa Catholic School Houston,"6500 Durford Street, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7101100172,Private School,St. Theresa Catholic School Sugarland,"705 St. Theresa Blvd., Sugarland, TX, .",Fort Bend,100%,100%,100%,100%,100%,100%,100%
7057100132,Private School,St. Thomas Aquinas School,"3741 Abrams RD, Dallas, TX, .",Dallas,92.6315789473684%,92.6315789473684%,100%,100%,100%,92.6315789473684%,100%
7101100142,Private School,St. Thomas More Catholic School - Housto,"5927 Wigton, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7015100154,Private School,St. Thomas More School - San Antonio,"4427 Moana Dr., San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7101210001,Private School,St. Thomas' Episcopal School Houston,"4900 Jackwood, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7101100143,Private School,St. Vincent De Paul School,"6802 Buffalo Speedway, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7246103001,Private School,Sterling Classical School,"12800 Angel Side Dr, Leander, TX, .",Williamson,83.3333333333333%,29.1666666666667%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
7057370001,Private School,StoneGate Christian Academy,"1705 Esters Road, Irving, TX, .",Dallas,76.9230769230769%,76.9230769230769%,76.9230769230769%,76.9230769230769%,76.9230769230769%,76.9230769230769%,76.9230769230769%
7015100159,Private School,Sts Peter & Paul Catholic School,"315 N. Seguin, New Braunfels, TX, .",Comal,100%,100%,100%,100%,100%,100%,100%
7246120001,Private School,Summit Christian Academy of Cedar Park,"2121 Cypress Creek Rd, Cedar Park, TX, .",Williamson,70%,70%,80%,80%,80%,80%,80%
9205907000,Public ISD,TAFT ISD,"P O BOX 628, TAFT, TX, .",San Patricio,100%,100%,100%,100%,100%,100%,100%
9153904000,Public ISD,TAHOKA ISD,"2129 MAIN ST, TAHOKA, TX, .",Lynn,97.5609756097561%,97.5609756097561%,100%,100%,100%,100%,100%
9146907000,Public ISD,TARKINGTON ISD,"2770 FM 163, CLEVELAND, TX, .",Liberty,57.6923076923077%,55.3846153846154%,92.3076923076923%,93.0769230769231%,93.8461538461538%,93.0769230769231%,90.7692307692308%
9201910000,Public ISD,TATUM ISD,"510 CRYSTAL FARMS RD, TATUM, TX, .",Rusk,91.588785046729%,91.588785046729%,99.0654205607477%,100%,100%,99.0654205607477%,100%
9246911000,Public ISD,TAYLOR ISD,"3101 N MAIN ST STE 104, TAYLOR, TX, .",Williamson,92.2330097087379%,93.2038834951456%,95.1456310679612%,95.631067961165%,100%,95.631067961165%,95.1456310679612%
9081904000,Public ISD,TEAGUE ISD,"420 N 10TH, TEAGUE, TX, .",Freestone,100%,100%,100%,100%,100%,100%,100%
9123803000,Public ISD,TEKOA ACADEMY OF ACCELERATED STUDIES STE,"326 THOMAS BLVD, PORT ARTHUR, TX, .",Jefferson,100%,100%,95%,100%,100%,100%,100%
9014909000,Public ISD,TEMPLE ISD,"P O BOX 788, TEMPLE, TX, .",Bell,97.456279809221%,97.9332273449921%,98.5691573926868%,99.2050874403816%,99.5230524642289%,98.8871224165342%,99.3640699523052%
9210904000,Public ISD,TENAHA ISD,"P O BOX 318, TENAHA, TX, .",Shelby,100%,100%,100%,100%,100%,100%,100%
9022004000,Public ISD,TERLINGUA CSD,"P O BOX 256, TERLINGUA, TX, .",Brewster,37.5%,12.5%,75%,100%,100%,87.5%,62.5%
9222901000,Public ISD,TERRELL COUNTY ISD,"P O BOX 747, SANDERSON, TX, .",Terrell,100%,100%,100%,100%,100%,100%,100%
9129906000,Public ISD,TERRELL ISD,"700 N CATHERINE ST, TERRELL, TX, .",Kaufman,96.9465648854962%,97.2010178117048%,98.2188295165394%,98.4732824427481%,98.4732824427481%,98.4732824427481%,97.9643765903308%
9019907000,Public ISD,TEXARKANA ISD,"4241 SUMMERHILL RD, TEXARKANA, TX, .",Bowie,94.6830265848671%,94.6830265848671%,95.5010224948875%,96.319018404908%,99.1820040899795%,96.319018404908%,95.5010224948875%
9084906000,Public ISD,TEXAS CITY ISD,"P O BOX 1150, TEXAS CITY, TX, .",Galveston,98.8391376451078%,98.6733001658375%,99.3366500829187%,99.5024875621891%,99.1708126036484%,99.5024875621891%,99.1708126036484%
9221801000,Public ISD,TEXAS COLLEGE PREPARATORY ACADEMIES,"P O BOX 292730, LEWISVILLE, TX, .",Denton,86.2772695285011%,86.6291344123856%,89.3033075299085%,90.0774102744546%,89.5144264602393%,89.9366643209008%,89.2329345531316%
9227805000,Public ISD,TEXAS EMPOWERMENT ACADEMY,"3613 BLUESTEIN DR, AUSTIN, TX, .",Travis,56.6666666666667%,56.6666666666667%,86.6666666666667%,83.3333333333333%,86.6666666666667%,86.6666666666667%,86.6666666666667%
9226801000,Public ISD,TEXAS LEADERSHIP PUBLIC SCHOOLS,"P O BOX 61726, SAN ANGELO, TX, .",Tom Green,92.5287356321839%,92.5287356321839%,96.8390804597701%,96.8390804597701%,96.551724137931%,94.5402298850575%,94.8275862068965%
9227905000,Public ISD,TEXAS SCH FOR THE BLIND & VISUALLY IMPAI,"1100 W 45TH ST, AUSTIN, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
9227906000,Public ISD,TEXAS SCH FOR THE DEAF,"1102 S CONGRESS AVE, AUSTIN, TX, .",Travis,91.6666666666667%,91.6666666666667%,95.8333333333333%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%
9056902000,Public ISD,TEXLINE ISD,"P O BOX 60, TEXLINE, TX, .",Dallam,95.4545454545455%,95.4545454545455%,90.9090909090909%,100%,100%,100%,95.4545454545455%
9101861000,Public ISD,THE RHODES SCHOOL FOR PERFORMING ARTS,"13334 WALLISVILLE-A RD, HOUSTON, TX, .",Harris,93.5483870967742%,93.5483870967742%,93.5483870967742%,96.7741935483871%,96.7741935483871%,96.7741935483871%,96.7741935483871%
9101814000,Public ISD,THE VARNETT PUBLIC SCHOOL,"5025 S WILLOW DR, HOUSTON, TX, .",Harris,83.3333333333333%,83.3333333333333%,92.2222222222222%,98.8888888888889%,95.5555555555556%,96.6666666666667%,91.1111111111111%
9166905000,Public ISD,THORNDALE ISD,"P O BOX 870, THORNDALE, TX, .",Milam,93.6170212765958%,93.6170212765958%,100%,100%,100%,100%,100%
9246912000,Public ISD,THRALL ISD,"201 S BOUNDS ST, THRALL, TX, .",Williamson,90.1408450704225%,90.1408450704225%,95.7746478873239%,95.7746478873239%,94.3661971830986%,94.3661971830986%,94.3661971830986%
9149902000,Public ISD,THREE RIVERS ISD,"351 S SCHOOL RD, THREE RIVERS, TX, .",Live Oak,93.3333333333333%,93.3333333333333%,97.7777777777778%,95.5555555555556%,97.7777777777778%,97.7777777777778%,97.7777777777778%
9072901000,Public ISD,THREE WAY ISD,"247 CR 207, STEPHENVILLE, TX, .",Erath,94.1176470588235%,94.1176470588235%,88.2352941176471%,88.2352941176471%,94.1176470588235%,88.2352941176471%,88.2352941176471%
9158902000,Public ISD,TIDEHAVEN ISD,"P O BOX 129, EL MATON, TX, .",Matagorda,98.5294117647059%,98.5294117647059%,100%,100%,100%,100%,100%
9210905000,Public ISD,TIMPSON ISD,"P O DRAWER 370, TIMPSON, TX, .",Shelby,95.9183673469388%,95.9183673469388%,97.9591836734694%,97.9591836734694%,97.9591836734694%,97.9591836734694%,97.9591836734694%
9091907000,Public ISD,TIOGA ISD,"P O BOX 159, TIOGA, TX, .",Grayson,96.6101694915254%,98.3050847457627%,96.6101694915254%,96.6101694915254%,96.6101694915254%,96.6101694915254%,96.6101694915254%
7015138001,Private School,TMI Episcopal,"20955 W Tejas Trail, San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
9111903000,Public ISD,TOLAR ISD,"P O BOX 368, TOLAR, TX, .",Hood,94.2857142857143%,92.8571428571429%,97.1428571428571%,97.1428571428571%,97.1428571428571%,97.1428571428571%,97.1428571428571%
9091918000,Public ISD,TOM BEAN ISD,"P O BOX 128, TOM BEAN, TX, .",Grayson,89.1304347826087%,93.4782608695652%,93.4782608695652%,93.4782608695652%,93.4782608695652%,93.4782608695652%,91.3043478260869%
9101921000,Public ISD,TOMBALL ISD,"310 S CHERRY ST, TOMBALL, TX, .",Harris,96.2627406568517%,96.3759909399773%,98.7542468856172%,98.6976217440544%,97.4518686296716%,97.5651189127973%,97.1121177802945%
9071908000,Public ISD,TORNILLO ISD,"P O BOX 170, TORNILLO, TX, .",El Paso,100%,100%,98.2142857142857%,98.2142857142857%,100%,98.2142857142857%,100%
9220801000,Public ISD,TREETOPS SCHOOL INTERNATIONAL,"12500 S PIPELINE RD, EULESS, TX, .",Tarrant,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%
9221905000,Public ISD,TRENT ISD,"P O BOX 105, TRENT, TX, .",Taylor,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%
9074912000,Public ISD,TRENTON ISD,"P O BOX 5, TRENTON, TX, .",Fannin,93.75%,93.75%,95.8333333333333%,95.8333333333333%,95.8333333333333%,95.8333333333333%,95.8333333333333%
9107907000,Public ISD,TRINIDAD ISD,"105 W EATON ST, TRINIDAD, TX, .",Henderson,100%,100%,100%,100%,100%,100%,100%
9046802000,Public ISD,TRINITY CHARTER SCHOOL,"8305 CROSS PARK DR, AUSTIN, TX, .",Travis,95%,100%,100%,100%,100%,95%,95%
9228903000,Public ISD,TRINITY ISD,"P O BOX 752, TRINITY, TX, .",Trinity,89.3203883495146%,89.3203883495146%,98.0582524271845%,98.0582524271845%,98.0582524271845%,98.0582524271845%,98.0582524271845%
9061805000,Public ISD,TRIVIUM ACADEMY,"2205 E HEBRON PKWY, CARROLLTON, TX, .",Collin,86.6666666666667%,86.6666666666667%,86.6666666666667%,88.3333333333333%,90%,88.3333333333333%,88.3333333333333%
9212904000,Public ISD,TROUP ISD,"P O BOX 578, TROUP, TX, .",Smith,96.0526315789474%,96.0526315789474%,98.6842105263158%,98.6842105263158%,98.6842105263158%,98.6842105263158%,98.6842105263158%
9014910000,Public ISD,TROY ISD,"P O BOX 409, TROY, TX, .",Bell,96.551724137931%,96.551724137931%,97.4137931034483%,97.4137931034483%,98.2758620689655%,97.4137931034483%,97.4137931034483%
9219903000,Public ISD,TULIA ISD,"300 N DALLAS AVE, TULIA, TX, .",Swisher,100%,100%,100%,100%,100%,100%,100%
9178912000,Public ISD,TULOSO-MIDWAY ISD,"P O BOX 10900, CORPUS CHRISTI, TX, .",Nueces,98.8636363636364%,98.8636363636364%,98.4848484848485%,98.8636363636364%,98.8636363636364%,98.8636363636364%,98.8636363636364%
9096905000,Public ISD,TURKEY-QUITAQUE ISD,"11826 HWY 86, TURKEY, TX, .",Hall,83.3333333333333%,83.3333333333333%,91.6666666666667%,100%,91.6666666666667%,100%,91.6666666666667%
9212905000,Public ISD,TYLER ISD,"P O BOX 2035, TYLER, TX, .",Smith,97.8756884343037%,98.1117230527144%,97.639653815893%,98.5837922895358%,99.6852871754524%,98.0330448465775%,98.3477576711251%
7061122001,Private School,Temple Christian Academy,"2501 Northshore Boulevard, Flower Mound, TX, .",Denton,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%,84.6153846153846%
7220126001,Private School,Temple Christian School,"6824 Randol Mill Road, Fort Worth, TX, .",Tarrant,95.2380952380952%,90.4761904761905%,100%,100%,95.2380952380952%,95.2380952380952%,95.2380952380952%
7101209001,Private School,Texas Christian School,"17810 Keith Harrow, Houston, TX, .",Harris,90%,90%,90%,90%,90%,90%,90%
7061112001,Private School,Texas Success Academy (Digital Learning,"1400 WEST MAYFIELD ROAD BLDG 350, Arlington, TX, .",Tarrant,100%,0%,100%,83.3333333333333%,100%,100%,100%
7091120001,Private School,Texoma Christian School,"3500 West Houston St, Sherman, TX, .",Grayson,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%,83.3333333333333%
7015100169,Private School,The Atonement  Catholic Academy,"15415 Red Robin Rd., San Antonio, TX, .",Bexar,89.2857142857143%,89.2857142857143%,100%,100%,100%,100%,100%
7101199001,Private School,The Awty International School,"7455 Awty School Ln, Houston, TX, .",Harris,100%,100%,99.2647058823529%,98.5294117647059%,100%,99.2647058823529%,99.2647058823529%
7101186001,Private School,The Briarwood School,"12207 Whittington Dr, Houston, TX, .",Harris,100%,96.7741935483871%,100%,100%,96.7741935483871%,100%,100%
7212181041,Private School,The Brook Hill School,"P O BOX 668, Bullard, TX, .",Smith,78.6885245901639%,78.6885245901639%,95.0819672131148%,95.0819672131148%,95.0819672131148%,95.0819672131148%,95.0819672131148%
7220227101,Private School,The Clariden School,"Southlake, TX, .",Tarrant,NR,NR,NR,NR,NR,NR,NR
7101260001,Private School,The Connection School of Houston,"15815 House and Hahl Road, Cypress, TX, .",Harris,64.2857142857143%,64.2857142857143%,64.2857142857143%,64.2857142857143%,64.2857142857143%,64.2857142857143%,64.2857142857143%
7101111001,Private School,The Covenant Preparatory School,"1711 Hamblen Rd, Kingwood, TX, .",Harris,94.1176470588235%,82.3529411764706%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%,94.1176470588235%
7057125001,Private School,The Covenant School of Dallas,"7300 VALLEY VIEW LANE, Dallas, TX, .",Dallas,80%,80%,90%,90%,91.6666666666667%,91.6666666666667%,88.3333333333333%
7043420001,Private School,The Einstein School of Plano,"4011 West Plano Parkway, Suite 132, Plano, TX, .",Collin,80.6451612903226%,80.6451612903226%,80.6451612903226%,80.6451612903226%,80.6451612903226%,80.6451612903226%,80.6451612903226%
7101191041,Private School,The Emery/Weiner School,"9825 Stella Link, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7227184001,Private School,The Girls' School of Austin,"2007 McCall, Austin, TX, .",Travis,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%,91.6666666666667%
7057100005,Private School,The Highlands School,"1451 E Northgate Dr, Irving, TX, .",Dallas,100%,96.2962962962963%,96.2962962962963%,96.2962962962963%,96.2962962962963%,92.5925925925926%,92.5925925925926%
7057191001,Private School,The Hockaday School,"11600 Welch Rd, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7079180101,Private School,The Honor Roll School,"4111 Sweetwater Blvd, Sugarland, TX, .",Fort Bend,100%,100%,100%,100%,100%,100%,100%
7220184101,Private School,The Jane Justin School of the Child Stud,"1300 W Lancaster, Fort Worth, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
7101262101,Private School,The John Cooper School,"1 John Cooper Drive, The Woodlands, TX, .",Montgomery,93.5779816513762%,93.5779816513762%,95.4128440366973%,95.4128440366973%,96.3302752293578%,95.4128440366973%,96.3302752293578%
7220193001,Private School,The Key School,"Fort Worth, TX, .",Tarrant,NR,NR,NR,NR,NR,NR,NR
7101187001,Private School,The Kinkaid School,"201 Kinkaid Shool Dr, Houston, TX, .",Harris,100%,100%,100%,99.1735537190083%,100%,100%,99.1735537190083%
7227114001,Private School,The Magellan International School,"7501 North Capital of Texas Highway, Austin, TX, .",Travis,100%,100%,100%,100%,100%,100%,100%
7015186101,Private School,The Montessori School of San Antonio,"17722 Rogers Ranch Pkwy, San Antonio, TX, .",Bexar,100%,100%,100%,100%,100%,100%,100%
7220189001,Private School,The Oakridge School,"5900 W Pioneer Pkwy, Arlington, TX, .",Tarrant,96.2264150943396%,96.2264150943396%,96.2264150943396%,96.2264150943396%,96.2264150943396%,96.2264150943396%,96.2264150943396%
7031100109,Private School,The Pharr Oratory of St. Philip Neri Sch,"505 South Ironwood, Pharr, TX, .",Hidalgo,100%,100%,100%,100%,100%,100%,100%
7101133001,Private School,The Post Oak School,"1102 Autrey Street, Houston, TX, .",Harris,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%,92.8571428571429%
7101100161,Private School,The Regis School of the Sacred Heart,"7330 Westview Dr, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7061195001,Private School,The Selwyn School,"2270 Copper Canyon Road, Argyle, TX, .",Denton,57.1428571428571%,28.5714285714286%,71.4285714285714%,71.4285714285714%,71.4285714285714%,71.4285714285714%,71.4285714285714%
8000000005,Private School,The Studio Preparatory,"5925 Dillard Circle, Suite B, Austin, TX, .",Travis,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,66.6666666666667%,55.5555555555556%
7101162001,Private School,The Tenney School,"3500 S Gessner, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7235102001,Private School,The Vine School,"603 East Mesquite, Victoria, TX, .",Victoria,100%,100%,100%,100%,100%,100%,100%
7101196001,Private School,The Westview School,"1900 Kersten Drive, Houston, TX, .",Harris,90.9090909090909%,90.9090909090909%,100%,100%,90.9090909090909%,100%,90.9090909090909%
7057292001,Private School,The Westwood School Lower School Campus,"14340 Proton Rd, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7057193001,Private School,The Winston School Dallas,"5707 Royal Lane, Dallas, TX, .",Dallas,100%,100%,100%,100%,100%,100%,100%
7015192001,Private School,The Winston School San Antonio,"8565 Ewing Halsell, San Antonio, TX, .",Bexar,95%,95%,95%,95%,95%,95%,95%
7170181101,Private School,The Woodlands Christian Academy,"5800 Academy Way, The Woodlands, TX, .",Montgomery,90.1960784313725%,90.1960784313725%,96.078431372549%,96.078431372549%,98.0392156862745%,96.078431372549%,96.078431372549%
7170120001,Private School,The Woodlands Methodist School,"2200 Lake Woodlands Drive, The Woodlands, TX, .",Montgomery,86.3636363636364%,86.3636363636364%,95.4545454545455%,95.4545454545455%,95.4545454545455%,95.4545454545455%,95.4545454545455%
7101169101,Private School,Torah Day School,"10900 Fondren, Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7043192004,Private School,Torah Day School of Dallas,"6921 Frankford Rd, Dallas, TX, .",Dallas,97.7777777777778%,97.7777777777778%,97.7777777777778%,97.7777777777778%,95.5555555555556%,97.7777777777778%,97.7777777777778%
7101205041,Private School,Trafton Academy,"4711 McDermed St., Houston, TX, .",Harris,100%,100%,100%,100%,100%,100%,100%
7184120001,Private School,Trinity Christian Academy,"4954 EAST I-20 Service Rd South, Willow Park, TX, .",Parker,80.952380952381%,80.952380952381%,80.952380952381%,80.952380952381%,80.952380952381%,80.952380952381%,80.952380952381%
7057123001,Private School,Trinity Christian Academy Addison,"17001 Addison Rd, Addison, TX, .",Dallas,86.9230769230769%,85.3846153846154%,93.0769230769231%,93.0769230769231%,91.5384615384615%,92.3076923076923%,91.5384615384615%
7139110001,Private School,Trinity Christian Academy Paris,"2060 Farm Road 79, Paris, TX, .",Lamar,46.1538461538462%,46.1538461538462%,46.1538461538462%,46.1538461538462%,46.1538461538462%,46.1538461538462%,46.1538461538462%
7152121001,Private School,Trinity Christian School,"6701 University Avenue, Lubbock, TX, .",Lubbock,72.5490196078431%,72.5490196078431%,86.2745098039216%,86.2745098039216%,86.2745098039216%,86.2745098039216%,86.2745098039216%
7227211001,Private School,Trinity Episcopal School Austin,"3901 Bee Cave Road, Austin, TX, .",Travis,98.5074626865672%,98.5074626865672%,98.5074626865672%,97.0149253731343%,100%,98.5074626865672%,100%
7084210001,Private School,Trinity Episcopal School Galveston,"720 Tremont, Galveston, TX, .",Galveston,100%,100%,100%,100%,100%,95.2380952380952%,100%
7235136101,Private School,Trinity Episcopal School Victoria,"406 W. San Antonio, Victoria, TX, .",Victoria,96.1538461538462%,96.1538461538462%,100%,100%,100%,100%,100%
7101154101,Private School,Trinity Klein Lutheran School Spring,"18926 Klein Church rd, Klein, TX, .",Harris,93.1506849315069%,91.7808219178082%,97.2602739726028%,97.2602739726028%,98.6301369863014%,97.2602739726028%,98.6301369863014%
7165136001,Private School,Trinity School of Midland,"3500 W Wadley Ave, Midland, TX, .",Midland,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%,96.969696969697%
7092190001,Private School,Trinity School of Texas Longview,"215 N. Teague St, Longview, TX, .",Gregg,81.8181818181818%,81.8181818181818%,81.8181818181818%,90.9090909090909%,81.8181818181818%,81.8181818181818%,81.8181818181818%
7220183001,Private School,Trinity Valley School,"7500 Ductch Branch Rd, Fort Worth, TX, .",Tarrant,100%,100%,100%,100%,100%,100%,100%
9057845000,Public ISD,UME PREPARATORY ACADEMY,"3838 SPUR 408, DALLAS, TX, .",Dallas,90%,89.0909090909091%,92.7272727272727%,92.7272727272727%,90.9090909090909%,90.9090909090909%,91.8181818181818%
9230908000,Public ISD,UNION GROVE ISD,"P O BOX 1447, GLADEWATER, TX, .",Gregg,92.5925925925926%,94.4444444444445%,96.2962962962963%,98.1481481481481%,96.2962962962963%,96.2962962962963%,96.2962962962963%
9230904000,Public ISD,UNION HILL ISD,"2197 FM 2088, GILMER, TX, .",Upshur,85%,85%,100%,100%,100%,100%,100%
9240903000,Public ISD,UNITED ISD,"201 LINDENWOOD DR, LAREDO, TX, .",Webb,99.3640699523052%,99.3640699523052%,99.3640699523052%,99.5548489666137%,99.7138314785374%,99.5866454689984%,99.4912559618442%
